Name,Kitchen,Time,Rate,Price,Metro
The Sixties,Американская кухня,Открыто до 23:00,,700 - 1700,Новокузнецкая;Третьяковская
Кружка,Пивные рестораны,Открыто до 00:00,,700 - 1700,Чистые пруды;Тургеневская
011,Бары,Открыто до 00:00,,700 - 1700,Маяковская
0.75 please Moscow,Европейская кухня,Открыто до 23:00,,3000,Маяковская
08|08 Неслучайно,Чайные,Открыто до 00:00,,700,Цветной бульвар;Трубная
1001 ночь,Бары,Открыто до 02:00,,700 - 1700,"Егорьевск, Парижской Коммуны, 1б"
10.10,Бары,Открыто до 02:00,,700 - 1700,Аэропорт;ЦСКА
10/6,,Открыто до 00:00,,700 - 1700,Выхино
106,Кафе,Открыто до 00:00,,700 - 1700,Речной вокзал
10 by Ten,Паназиатская кухня,Открыто до 00:00,,1700 - 3000,Китай-город
11,Кафе,Открыто до 23:00,,700 - 1700,Волоколамская;Митино
11/1,Кафе,Открыто до 22:00,,700 - 1700,Охотный Ряд;Театральная
12,Кафе,Открыто до 00:00,,1700 - 3000,Кропоткинская
12 бокалов,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Киевская
13 Rules,Бары,Открыто до 23:00,,700,Шоссе Энтузиастов
1554,Кофейни,Открыто до 22:00,,700,Новослободская;Менделеевская
16/114,Кафе,Открыто до 22:00,,700 - 1700,"Соколово-Мещерская, 16/114"
16 тонн Арбат,Пивные рестораны,Открыто до 05:00,,1700 - 3000,Арбатская;Смоленская
16 тонн Пресня,Европейская кухня,Открыто до 06:00,,1700 - 3000,Улица 1905 года
17-я пристань,Бары,Открыто до 00:00,,,Новослободская;Менделеевская
18.12,Средиземноморская кухня,Открыто до 22:00,,1700 - 3000,Парк Победы;Кутузовская
1870 Abrau-Durso Wine & Food,Винотеки,Открыто до 23:00,,1700 - 3000,Смоленская
1870 Abrau-Durso Wine & Food,Европейская кухня,Открыто до 23:00,,1700 - 3000,Фрунзенская;Спортивная
18 грамм,Кофейни,Открыто до 22:00,,700,Бульвар Рокоссовского;Белокаменная
18 грамм,Кофейни,Открыто до 22:00,,700,Бауманская;Курская
18 грамм,Кофейни,Открыто до 22:00,,700,"Истринский р-н, дер. Писково, 121"
1913,Кофейни,Открыто до 19:00,,,Белорусская;Савеловская
1980,Спортбары,Открыто до 01:00,,700 - 1700,Бунинская аллея
1 этаж,Кафе,Открыто до 23:00,,700 - 1700,Тимирязевская;Дмитровская
1-я крабовая,Рыба и морепродукты,Открыто до 23:00,,1700 - 3000,Лубянка;Кузнецкий Мост
1-я креветочная,Кафе,Открыто до 23:00,,700 - 1700,Парк культуры
1-я креветочная,Кафе,Открыто до 20:00,,700 - 1700,Деловой центр
1-я креветочная,Кафе,Открыто до 21:00,,700 - 1700,Братиславская
2046,Кофейни,Открыто до 21:30,,700 - 1700,Парк культуры;Смоленская
2:2,Пабы,Открыто до 00:00,,700 - 1700,Чистые пруды;Тургеневская
23:23 х Чай китайской панды,Чайные,Открыто до 02:00,,,Деловой центр;Выставочная
25/7,Кофейни,Открыто до 20:00,,,Лубянка;Кузнецкий Мост
258,Кафе,Открыто до 22:30,,700 - 1700,Говорово
288 кафе,Кафе,Открыто до 00:00,,1700 - 3000,Фили;Шелепиха
288 сити,Кафе,Открыто до 00:00,,1700 - 3000,Деловой центр;Выставочная
28 Catering,Кейтеринг,,,,
29 Park Lane,Русская кухня,Открыто до 00:00,,1700 - 3000,Аэропорт;Динамо
2 Rooms,Караоке,Открыто до 06:00,,3000,Арбатская;Смоленская
302-бис,Кафе,Открыто до 23:00,,700,Маяковская
31,Гастропабы,Открыто до 00:00,,1700 - 3000,Шаболовская
3/14 Coffee,Кофейни,Открыто до 22:00,,,Кропоткинская
3*30 Köfte and Coffee,Кофейни,Открыто до 23:00,,700,Китай-город
33 пингвина,Кондитерские,Открыто до 21:00,,,Котельники
33 пингвина,Кондитерские,Открыто до 21:00,,,"Волоколамск, Школьная, 5, ТЦ «Москва»"
33 пингвина,Кондитерские,Открыто до 22:00,,,"Егорьевск, Советская, 157, ТК «Форум»"
33 пингвина,Кондитерские,Открыто до 22:00,,,"Егорьевск, Советская, 121, ТЦ «Егорьевский пассаж»"
33 пингвина,Кондитерские,Открыто до 22:00,,,Арбатская
33 пингвина,Кондитерские,Открыто до 22:00,,,Мичуринский проспект;Озерная
33 пингвина,Кондитерские,Открыто до 22:00,,,Теплый Стан
33 пингвина,Кондитерские,Открыто до 22:00,,,Пятницкое шоссе
33 пингвина,Кондитерские,Открыто до 22:00,,,Саларьево
345,Рыба и морепродукты,Открыто до 00:00,,3000,Библиотека им. Ленина;Арбатская
360,Панорамные рестораны,Открыто до 23:00,,3000,Москва-Сити;Деловой центр
+39 Pizza & Vino,Кофейни,Открыто до 22:00,,1700 - 3000,Тульская
+39 Pizzeria & Mozzarella,Итальянская кухня,Открыто до 22:00,,1700 - 3000,Улица 1905 года
+39 Trattoria & Pizzeria,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Красные Ворота
3F,Кейтеринг,,,,
3 ступени,Кафе,Открыто до 00:00,,700 - 1700,Войковская
3 сыра,Пекарни,Открыто до 22:00,,,Раменки
42 Coffeeshop,Кофейни,Открыто до 00:00,,,Маяковская;Тверская
42 Coffeeshop,Кофейни,Открыто до 00:00,,,Китай-город
44 Bar,Бары,Открыто до 00:00,,700 - 1700,Авиамоторная
+47,Европейская кухня,Открыто до 22:00,,1700 - 3000,Китай-город
495,Средиземноморская кухня,Открыто до 23:00,,1700 - 3000,Проспект Мира;Достоевская
4 Brewers Pub,Пабы,Открыто до 00:00,,700 - 1700,Добрынинская;Серпуховская
4event,Кейтеринг,,,,
4 Tuna Café & Grill,Средиземноморская кухня,Открыто до 23:00,,1700 - 3000,Краснопресненская;Баррикадная
4 элемента кофе,Кофейни,Открыто до 21:00,,,Беляево
5 + 2,Вегетарианское меню,Открыто до 22:00,,700,Цветной бульвар;Трубная
52/2,Бары,Открыто до 01:00,,1700 - 3000,Новокузнецкая;Третьяковская
5 дней,Кафе,Открыто до 19:00,,700,Электрозаводская
60 зерен,Кофейни,Открыто до 22:00,,,Верхние Лихоборы
69 Pints,Бары,Открыто до 23:00,,,Сходненская
69 Pints,Бары,Открыто до 00:00,,,Охотный Ряд;Театральная
69 Pints,Бары,Открыто до 23:00,,,Октябрьское Поле;Панфиловская
69 Pints,Бары,Открыто до 01:00,,,Багратионовская
69 Pints,Бары,Открыто до 00:00,,,Академическая
69 Pints,Бары,Открыто до 23:00,,,Митино
6 am Bread Kitchen,Кафе,Открыто до 22:00,,1700 - 3000,Новокузнецкая;Павелецкая
6 pm Bread Kitchen,Европейская кухня,Открыто до 22:00,,1700 - 3000,Фрунзенская;Спортивная
7717 Lounge,Паровые коктейли,Открыто до 02:00,,,Сходненская
7 сэндвичей,Сэндвичи,Открыто до 19:00,,700,Парк культуры;Смоленская
7 сэндвичей,Сэндвичи,Открыто до 19:00,,700,Шаболовская;Ленинский проспект
7 сэндвичей,Сэндвичи,Открыто до 23:00,,700,Курская;Чкаловская
7 футов,,Открыто до 23:00,,700 - 1700,Кунцевская
7 элемент,Кафе,Открыто до 02:00,,700 - 1700,Сокол;Аэропорт
8 Coffe,Кофейни,Открыто до 22:00,,,Филевский парк
8 градусов,Бары,Открыто до 02:00,,700,Тверская;Пушкинская
911,Бары,Открыто до 06:00,,700 - 1700,Тверская;Пушкинская
9 Bar Coffee,Кофейни,Открыто до 22:00,,,Электрозаводская;Авиамоторная
9 Bar Coffee,Кофейни,Открыто до 18:00,,,Сокол
9 Bar Coffee,Кофейни,Открыто до 19:00,,,Студенческая;Киевская
9 Bar Coffee,Кофейни,Открыто до 22:00,,,Водный стадион
9 Bar Coffee,Кофейни,Открыто до 19:00,,,Сокол
9 Bar Coffee,Кофейни,Открыто до 19:00,,,Преображенская площадь;Сокольники
9 Bar Coffee,Кофейни,Открыто до 20:00,,,Павелецкая
9 Bar Coffee,Кофейни,Открыто до 22:00,,,Волгоградский проспект
9 Bar Coffee,Кофейни,Открыто до 19:00,,,Павелецкая
9 Cups,Кофейни,Открыто до 21:30,,,"Красногорский р-н, дер. Путилково, Новотушинская, 2"
9 этаж,Итальянская кухня,Открыто до 23:00,,700 - 1700,Шаболовская
Aaark,Кофейни,Открыто до 21:00,,1700 - 3000,Красные Ворота;Чистые пруды
Abbey Players,Европейская кухня,Открыто до 00:00,,700 - 1700,Арбатская
ABC Coffee Roasters,Кофейни,Открыто до 22:00,,,Чистые пруды;Тургеневская
ABC Coffee Roasters,Кофейни,Открыто до 22:00,,,Арбатская
ABC Coffee Roasters,Кофейни,Открыто до 22:00,,,Новокузнецкая;Третьяковская
ABC Coffee Roasters,Кофейни,Открыто до 00:00,,,Цветной бульвар;Трубная
... & Action!,Бары,Открыто до 05:00,,,Павелецкая
Adam,Ливанская кухня,Открыто до 00:00,,,Белорусская
Ad gustum,Кейтеринг,,,,
Adria mare,Средиземноморская кухня,Открыто до 00:00,,1700 - 3000,Преображенская площадь
Affligem Bar,Бары,Открыто до 03:00,,,Новослободская;Менделеевская
AL33 Gran Corona,Итальянская кухня,Открыто до 23:00,,700 - 1700,Динамо;Петровский парк
"AL33 Pizzeria, Bar & Bottega",Итальянская кухня,Открыто до 23:00,,700 - 1700,Динамо;Петровский парк
Al bacio,Итальянская кухня,Открыто до 00:00,,700 - 1700,Новослободская;Менделеевская
Al bano,Пицца,Открыто до 00:00,,700,"Люберецкий р-н, пос. Октябрьский, Ленина, 3, стр. 1"
Alcedo,Рыба и морепродукты,Открыто до 23:00,,1700 - 3000,Свиблово;Ботанический сад
Alef Kosher Cookery,Кулинарии,Открыто до 22:00,,,Марьина Роща
Alex Coffee,Кофейни,Открыто до 23:00,,700,Орехово
Alicante,Кофейни,Открыто до 22:00,,,Пролетарская;Крестьянская Застава
All Day,,Открыто до 21:00,,1700 - 3000,Деловой центр;Выставочная
Alma,Бары,Открыто до 17:00,,700 - 1700,Краснопресненская;Улица 1905 года
Alma Bar,Винотеки,Открыто до 22:00,,,Киевская
Aloha Poke Bar,Поке,Открыто до 22:00,,700,Проспект Вернадского;Юго-Западная
Alpaca,Бары,Открыто до 00:00,,1700 - 3000,Чистые пруды;Тургеневская
Al posto giusto,Итальянская кухня,Открыто до 22:00,,1700 - 3000,"Одинцовский р-н, с. Успенское, 35"
Amann,Бары,Открыто до 05:00,,3000,Фрунзенская;Спортивная
Amara Platinum,Паровые коктейли,Открыто до 00:00,,1700 - 3000,Дубровка
Amarena,Итальянская кухня,Открыто до 00:00,,1700 - 3000,ЦСКА
Amaris,Банкетные залы,Открыто до 00:00,,700 - 1700,"Домодедовский р-н, пос. госплемзавода «Константиново», Объездное ш., стр. 7"
Amber,Японская кухня,Открыто до 00:00,,3000,Цветной бульвар;Трубная
Americano,Кафе,Открыто до 23:00,,1700 - 3000,Славянский бульвар
Americano,Кафе,Открыто до 23:00,,1700 - 3000,Новокузнецкая;Третьяковская
Americano,Кафе,Открыто до 23:00,,1700 - 3000,Краснопресненская;Улица 1905 года
American Party,Кафе,Открыто до 00:00,,700,Таганская;Площадь Ильича
AMG,Кафе,Открыто до 00:00,,700 - 1700,Ленинский проспект;Площадь Гагарина
Ami Chaise,Европейская кухня,Открыто до 23:00,,1700 - 3000,Красносельская;Бауманская
Amoret,Караоке,Открыто до 06:00,,1700 - 3000,Тушинская
Ampelmann Bar,Бары,Открыто до 03:00,,,Новослободская;Менделеевская
Amy,Рестораны,Открыто до 00:00,,,Тверская;Пушкинская
Anadolu Doner Kebab,Фастфуд,Открыто до 22:00,,700,Деловой центр
Analog,Бары,Открыто до 00:00,,,Таганская;Марксистская
Ananas Lounge,Паровые коктейли,Открыто до 03:00,,,Таганская;Марксистская
Anchovy's Club,Европейская кухня,Открыто до 00:00,,1700 - 3000,Цветной бульвар;Трубная
Andy Coffee,Кофейни,Открыто до 18:30,,700,Комсомольская
Andy Coffee,Кофейни,Открыто до 19:00,,700,Текстильщики
Andy Coffee,Кофейни,Открыто до 19:00,,700,Бауманская
Andy Coffee,Кофейни,Открыто до 18:00,,700,Комсомольская
Andy’s Friends,Кафе,Открыто до 00:00,,1700 - 3000,Чистые пруды;Тургеневская
Angel Cakes,Кондитерские,Открыто до 22:30,,,Тверская;Пушкинская
Angel Cakes,Кондитерские,Открыто до 22:00,,,"1-й Красногвардейский пр., 22, стр. 2,  ММДЦ «Москва-Сити», башня «Нева»"
Anri Bakery,Пекарни,Открыто до 20:00,,,Юго-Западная
Antares,Европейская кухня,Открыто до 00:00,,1700 - 3000,Парк культуры;Октябрьская
Antica Italia,Итальянская кухня,Открыто до 21:00,,700 - 1700,Кунцевская
Antidote,Гастробары,Открыто до 23:00,,700 - 1700,Деловой центр
Anton,Бары,Открыто до 00:00,,700 - 1700,Деловой центр;Выставочная
Antonio,Пицца,Открыто до 22:00,,700,Проспект Мира
Aoduvan,,Открыто до 23:00,,3000,Арбатская
Apache,Паровые коктейли,Открыто до 02:00,,,Люблино
Apartment,Паровые коктейли,Открыто до 05:00,,,Чистые пруды;Лубянка
A'petit,Кофейни,Открыто до 20:00,,,Маяковская
Apple Hill,Банкетные залы,,,,Крылатское;Молодежная
Aquamarine,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Воробьевы горы
Aquatica,Европейская кухня,Открыто до 23:00,,3000,Тверская;Пушкинская
Arabist,Арабская кухня,Открыто до 04:00,,1700 - 3000,Площадь Ильича;Римская
Arch 1908,Бары,Открыто до 23:00,,1700 - 3000,Маяковская;Краснопресненская
Archie,Европейская кухня,Открыто до 23:00,,1700 - 3000,Фрунзенская;Спортивная
Arcus Bar and Food,Кондитерские,Открыто до 19:00,,,Динамо;ЦСКА
Arcus Bar and Food,Кондитерские,Открыто до 18:30,,,Автозаводская;ЗИЛ
Arcus Bar and Food,Кондитерские,Открыто до 18:00,,,Деловой центр
Arenafoodscatering,Кейтеринг,,,,
Argo,Грузинская кухня,Открыто до 23:30,,700 - 1700,Улица 1905 года
Argomento,Бары,Открыто до 00:00,,1700 - 3000,Кутузовская
Aristokrat,Панорамные рестораны,Открыто до 02:00,,3000,Деловой центр;Кутузовская
Arma Lounge,Паровые коктейли,Открыто до 05:00,,,Курская;Чкаловская
Arm Prestige,Бары,Открыто до 06:00,,700 - 1700,"Орехово-Зуевский р-н, Куровское, Набережная, 92, гостиница Arm Prestige"
Aroma,Кафе,Открыто до 23:00,,1700 - 3000,Маяковская
Arrrr!!! by Meatbrothers,Бургеры,Открыто до 23:00,,700,Автозаводская
Art Bar,Кейтеринг,,,,
Art Business Café,Кофейни,Открыто до 22:00,,,Сухаревская;Цветной бульвар
Art de vie,Кафе,Открыто до 23:00,,700 - 1700,Крылатское
Artest,Авторская кухня,Открыто до 00:00,,3000,Арбатская;Смоленская
Art Garden,Кафе,Открыто до 23:00,,700 - 1700,Преображенская площадь
Artie,Итальянская кухня,Открыто до 00:00,,1700 - 3000,Улица 1905 года
Arti Hall,Банкетные залы,,,,Волгоградский проспект
Arti Pub,Бары,Открыто до 00:00,,700 - 1700,Семеновская;Электрозаводская
Artist Pizza,Кафе,Открыто до 21:00,,700,Красные Ворота;Курская
Asia Inn,Паназиатская кухня,Открыто до 00:00,,700 - 1700,Октябрьское Поле;Панфиловская
Aspendos,Турецкая кухня,Открыто до 00:00,,700 - 1700,Ленинский проспект;Академическая
Assorty Furshet,Кейтеринг,,,,
Assunta madre,Итальянская кухня,Открыто до 00:00,,3000,Краснопресненская;Баррикадная
A tavola,Итальянская кухня,Открыто до 00:00,,1700 - 3000,Лубянка;Кузнецкий Мост
Atelier de tartelettes,Кофейни,Открыто до 23:00,,,Тверская;Пушкинская
Atlantica Bistro,Европейская кухня,Открыто до 00:00,,1700 - 3000,Цветной бульвар;Трубная
Atlantica Seafood,Европейская кухня,Открыто до 00:00,,1700 - 3000,Парк Победы;Кутузовская
Atmosphera Lounge,Паровые коктейли,Открыто до 00:00,,,Автозаводская
Atmosphere Café & Lounge,Паровые коктейли,Открыто до 02:00,,1700 - 3000,Автозаводская
Aura,Паназиатская кухня,Открыто до 00:00,,700 - 1700,Автозаводская
Aura,Кафе,Открыто до 01:00,,700 - 1700,"Дзержинский, Поклонная, 9"
Aurora,Европейская кухня,Открыто до 23:00,,3000,Краснопресненская;Улица 1905 года
AVA Bistro,Средиземноморская кухня,Открыто до 00:00,,1700 - 3000,Цветной бульвар;Трубная
AVA Café,Европейская кухня,Открыто до 23:00,,1700 - 3000,Маяковская;Тверская
Avenue,,Открыто до 23:00,,700 - 1700,Смоленская
Avenue 6,Кафе,Открыто до 21:00,,700 - 1700,Библиотека им. Ленина;Арбатская
"Ave, pasta!",Итальянская кухня,Открыто до 22:00,,700 - 1700,Охотный Ряд;Тверская
Avgust,Рыба и морепродукты,Открыто до 23:00,,1700 - 3000,Бауманская
Avgust 13,Итальянская кухня,Открыто до 22:00,,1700 - 3000,Тимирязевская
Avgust 13,Итальянская кухня,Открыто до 22:00,,1700 - 3000,Савеловская
Aviv,Средиземноморская кухня,,,1700 - 3000,"Рублево-Успенское ш., 207, Еврейский культурный центр «Жуковка»"
Avocado Point,Кафе,Открыто до 23:00,,700,Фрунзенская;Спортивная
Avocado Point,Кафе,Открыто до 22:00,,700,Проспект Мира
Avocado Point,Кафе,Открыто до 22:00,,700,Цветной бульвар;Трубная
Avocado Point,Кафе,Открыто до 23:00,,700,Парк культуры
Avocado Queen,,Открыто до 23:00,,1700 - 3000,Киевская
Avocado Queen,,Открыто до 23:00,,1700 - 3000,Технопарк
Avoday,Кофейни,Открыто до 21:00,,,Войковская;Сокол
Avrora,Европейская кухня,Открыто до 00:00,,3000,Цветной бульвар;Трубная
Ayu,Японская кухня,Открыто до 23:00,,3000,Библиотека им. Ленина;Арбатская
Azur by Erdal,Стейки,Открыто до 02:00,,3000,"1-й Красногвардейский пр., 22, стр. 2,  ММДЦ «Москва-Сити», башня «Нева»"
Babacha,Грузинская кухня,Открыто до 00:00,,700 - 1700,Таганская;Марксистская
Babacha,Грузинская кухня,Открыто до 00:00,,700 - 1700,Парк культуры
Babes Never Die,Бары,Открыто до 06:00,,700 - 1700,Маяковская;Тверская
Babo,Фастфуд,Открыто до 22:00,,700,Библиотека им. Ленина;Арбатская
Baci e abbracci,Итальянская кухня,Открыто до 23:00,,3000,Новокузнецкая;Третьяковская
Backroom,Бары,Открыто до 08:00,,,Белорусская
Bagebi,Грузинская кухня,Открыто до 00:00,,700 - 1700,Кропоткинская;Парк культуры
Baggins Coffee,Кофейни,Открыто до 21:00,,,Лубянка;Кузнецкий Мост
Baggins Coffee,Кофейни,Открыто до 21:00,,,Автозаводская
Baggins Coffee,Кофейни,Открыто до 18:00,,,"аэропорт ​Шереметьево, влад. 5"
Bakery,Кондитерские,Открыто до 20:00,,,Проспект Мира;Достоевская
Bake's House,Пекарни,Открыто до 22:00,,,Фили;Шелепиха
Baklajan,Грузинская кухня,Открыто до 00:00,,1700 - 3000,Славянский бульвар
Balagan,,,,,Краснопресненская;Улица 1905 года
Balagan,Русская кухня,Открыто до 23:00,,3000,Улица 1905 года
Balánch,Европейская кухня,Открыто до 22:00,,1700 - 3000,Лубянка;Кузнецкий Мост
Bali Bar,Бары,Открыто до 00:00,,700 - 1700,Лубянка;Кузнецкий Мост
Bambini Bar,Европейская кухня,Открыто до 22:00,,1700 - 3000,ЦСКА
Bananas,Киоски,Открыто до 23:00,,,Автозаводская
Banana Tuk-tuk,Кафе,Открыто до 20:00,,700,Нахимовский проспект
Banfi,Итальянская кухня,Открыто до 23:00,,1700 - 3000,Раменки
Bang Bang,Вьетнамская кухня,Открыто до 00:00,,700,Лубянка;Кузнецкий Мост
Banket Rooms,Банкетные залы,,,,Тверская;Пушкинская
Bao Li,Паназиатская кухня,Открыто до 23:00,,700,ЦСКА
Bao Mochi,Паназиатская кухня,Открыто до 22:00,,700,Юго-Западная
Bar 16,Бары,Открыто до 05:00,,700 - 1700,Чистые пруды;Тургеневская
Bar 24,Бары,Открыто до 00:00,,1700 - 3000,Деловой центр;Улица 1905 года
Bar 351,Бары,Открыто до 00:00,,700 - 1700,Бауманская
Barbosco,Европейская кухня,Открыто до 00:00,,1700 - 3000,Охотный Ряд;Театральная
Bar BQ Café,Бары,Открыто до 23:00,,1700 - 3000,Войковская;Балтийская
Barcelona,Испанская кухня,Открыто до 22:00,,700,Котельники
Barcelona coffee,Кофейни,Открыто до 22:00,,,Тульская
Barceloneta Tapas Bar,Фастфуд,Открыто до 23:00,,700,Белорусская;Новослободская
Bardot,Европейская кухня,Открыто до 23:00,,1700 - 3000,Кропоткинская
Baristo Coffee,Кофейни,Открыто до 22:00,,,Фрунзенская
Barrel,Винотеки,Открыто до 00:00,,700 - 1700,Курская;Чкаловская
Barrr,Бары,Открыто до 00:00,,700 - 1700,Цветной бульвар;Трубная
Bartender,Коктейльная карта,Открыто до 00:00,,,Лубянка;Кузнецкий Мост
Barvaux,Кафе,Открыто до 22:00,,700 - 1700,Таганская;Марксистская
Barvip,Кейтеринг,,,,Ленинский проспект
Bazar,,Открыто до 22:00,,700,Пражская
Bazza,Бары,Открыто до 00:00,,700 - 1700,Дмитровская;Савеловская
Bazzar,Турецкая кухня,Открыто до 23:00,,700 - 1700,Чистые пруды;Тургеневская
BB & Burgers,Бургеры,Открыто до 23:00,,700,"20-й км Ильинского ш., дер. Глухово, Центральная, 46"
BB & Burgers,Бургеры,Открыто до 23:30,,700,Арбатская
BB & Burgers,Бургеры,Открыто до 21:00,,700,Деловой центр
BB & Burgers,Американская кухня,Открыто до 23:30,,700,Новокузнецкая;Третьяковская
BB & Burgers,Бургеры,Открыто до 22:00,,700,"5-й км от МКАД по Новорижскому ш., дер. Воронки, ТРК «Рига-молл»"
BB & Burgers,Бургеры,Открыто до 23:30,,700,Лубянка;Кузнецкий Мост
BB & Burgers,Бургеры,Открыто до 21:00,,700,Румянцево
BB & Burgers,Бургеры,Открыто до 22:00,,700,Юго-Западная
BB & Burgers,Бургеры,Открыто до 22:00,,700,Проспект Вернадского;Юго-Западная
BB & Burgers,Бургеры,Открыто до 22:00,,700,Молодежная;Кунцевская
BB & Burgers,Бургеры,Открыто до 23:30,,700,Лубянка;Охотный Ряд
BB & Burgers,Бургеры,Открыто до 22:00,,700,ЦСКА
BB & Burgers,Бургеры,Открыто до 22:00,,700,Саларьево
BB & Burgers,Бургеры,Открыто до 23:00,,700,Мякинино
BB Grill,Стейки,Открыто до 23:00,,1700 - 3000,Автозаводская
BB Love Cake,Кондитерские,Открыто до 20:00,,,Окружная
BBQ Land,Фастфуд,Открыто до 23:00,,700,Мякинино
BD Burgers,Бургеры,Открыто до 23:00,,700 - 1700,Китай-город
Bear Burgers,Бургеры,Открыто до 22:00,,700 - 1700,Преображенская площадь
Bear Burgers,Бургеры,Открыто до 22:00,,700 - 1700,Октябрьская
Bear Burgers,Бургеры,Открыто до 23:00,,700 - 1700,Таганская;Марксистская
Beaumonde Lounge,Бары,Открыто до 06:00,,1700 - 3000,Лубянка;Кузнецкий Мост
Bébé de la mer,Рыба и морепродукты,Открыто до 00:00,,1700 - 3000,Тверская;Пушкинская
Beef Time,Стейки,Открыто до 00:00,,1700 - 3000,Алексеевская
Beerbar,Бары,Открыто до 00:00,,700 - 1700,Проспект Мира
Beer Bar,Бары,Открыто до 23:00,,700 - 1700,Царицыно
Beer Box,Пивные рестораны,Открыто до 23:00,,700 - 1700,Лубянка;Кузнецкий Мост
Beer Empire Craft & Draft,Бары,Открыто до 01:00,,,Жулебино
Beer & Fries,Бары,Открыто до 00:00,,700,Тверская;Пушкинская
Beer Happens Jr.,Бары,Открыто до 00:00,,700 - 1700,Лубянка;Кузнецкий Мост
Beer Harbor,Бары,Открыто до 23:00,,700 - 1700,Чистые пруды;Курская
Beer Heavens,Пивные рестораны,Открыто до 23:00,,700 - 1700,Динамо;Савеловская
Beer Loft,Пивные рестораны,Открыто до 00:00,,700 - 1700,Полежаевская;Хорошево
Beermood,Бары,Открыто до 00:00,,,Чистые пруды;Тургеневская
Beer Mood,Кафе,Открыто до 23:00,,700,Коломенская;Каширская
Beer Mood,Кафе,Открыто до 23:00,,700,Коломенская
Beer O'clock Bar,Пивные рестораны,Открыто до 00:00,,700 - 1700,Тверская;Пушкинская
Beer Pub,Бары,Открыто до 00:00,,700 - 1700,ВДНХ
Beersenev Bar,Бары,Открыто до 00:00,,700 - 1700,Технопарк
Beerside,Гастропабы,Открыто до 00:00,,700 - 1700,Сухаревская
Beertep Craft Pub,Бары,Открыто до 00:00,,,Водный стадион;Войковская
Beer Time,Бары,Открыто до 00:00,,,Новослободская;Менделеевская
Bee's Knees Café,Кофейни,Открыто до 22:00,,700,Тульская
Beetle Chef,Фастфуд,Открыто до 20:00,,700,"Одинцовский р-н, пос. Заречье, Торговая, стр. 1"
Befana,Кафе,Открыто до 23:00,,1700 - 3000,Раменки
Belka,Бары,Открыто до 23:00,,,Белорусская
Bella pasta,Итальянская кухня,Открыто до 00:00,,700 - 1700,Краснопресненская;Баррикадная
Bella pizza,Пицца,Открыто до 23:00,,700,"Раменский р-н, с. Новое, Школьная, стр. 1"
Bella vita,Европейская кухня,Открыто до 00:00,,1700 - 3000,Раменки
Bellissima,Кафе,Открыто до 00:00,,1700 - 3000,Красносельская;Бауманская
Bellucci,Итальянская кухня,Открыто до 22:00,,1700 - 3000,Славянский бульвар;Парк Победы
Beluga Caviar Bar,Бары,Открыто до 22:00,,1700 - 3000,Охотный Ряд;Театральная
Bench,Стритфуд,Открыто до 21:00,,700,Улица 1905 года
Be Okey,Кафе,Открыто до 22:00,,700,Новослободская;Менделеевская
Berezka,Кафе,Открыто до 22:00,,700 - 1700,Чертановская
Berezy Park,Банкетные залы,,,,Щукинская
Bericoni,Грузинская кухня,Открыто до 00:00,,700 - 1700,Проспект Вернадского;Юго-Западная
Berlin Bar,Бары,Открыто до 03:00,,,Маяковская;Тверская
Berry Fruit Vitamin & Fresh Bar,Кафе,Открыто до 22:00,,,Проспект Вернадского;Новаторская
Berry Fruit Vitamin & Fresh Bar,Кафе,Открыто до 00:00,,,Цветной бульвар;Трубная
Best Bar,Бары,Открыто до 23:00,,,Белорусская;Новослободская
Betboom Дом Динамо,Европейская кухня,Открыто до 22:00,,700 - 1700,Охотный Ряд;Театральная
Beyond,Кафе,Открыто до 23:00,,1700 - 3000,Войковская;Балтийская
Beze,Кондитерские,Открыто до 22:00,,700 - 1700,Коломенская
Beze,Кондитерские,Открыто до 22:00,,700 - 1700,ЗИЛ
Bezlimeat,Стейки,Открыто до 00:00,,700 - 1700,Черкизовская;Локомотив
BFB Bar,Бары,Открыто до 23:00,,700 - 1700,Пролетарская;Площадь Ильича
Bianco,Банкетные залы,,,,"Щербинка, Юбилейная, 3а"
Bierloga,Пивные рестораны,Открыто до 00:00,,700 - 1700,Сходненская
Bigasia,Гастропабы,Открыто до 00:00,,700 - 1700,Курская;Чкаловская
Bigati Bar,Бары,Открыто до 00:00,,700 - 1700,Красные Ворота;Курская
Big Don,Фастфуд,Открыто до 23:00,,700,"Люберецкий р-н, дер. Марусино, Заречная, 29"
Big Jim's Pub,Пабы,Открыто до 00:00,,700 - 1700,Тверская;Арбатская
Bijou,Бары,Открыто до 00:00,,1700 - 3000,Белорусская
Bil House,Европейская кухня,Открыто до 03:00,,1700 - 3000,Речной вокзал
Billy McDaniel,Пабы,Открыто до 05:00,,1700 - 3000,Академическая
Bimba,Итальянская кухня,Открыто до 00:00,,700 - 1700,Чистые пруды;Лубянка
Bio Café,Кафе,Открыто до 23:00,,700 - 1700,Юго-Западная
Biologie,Европейская кухня,Открыто до 23:00,,1700 - 3000,"Красногорский р-н, с. Ильинское, Ленина, 30, стр. 2"
Birds,Вайфай,Открыто до 00:00,,3000,Москва-Сити;Деловой центр
